,n,noise_lvl,data_type,model,TRE,TRE_STD,TESTE,TESTE_STD,E_DIFF,model_param
30,5,0.0,moons,svm,0.425,0.1224744871391589,0.0,0.0,0.425,1.0
31,5,0.0,moons,svm,0.5,0.0,0.0,0.0,0.5,5.0
32,5,0.0,moons,svm,0.5,0.0,0.0,0.0,0.5,10.0
33,5,0.0,moons,svm,0.5,0.0,0.0,0.0,0.5,50.0
34,5,0.1,circles,logistic,0.375,0.0,0.0,0.0,0.375,0.001
35,5,0.1,circles,logistic,0.375,0.0,0.0,0.0,0.375,0.01
36,5,0.1,circles,logistic,0.375,0.0,0.0,0.0,0.375,0.1
37,5,0.1,circles,logistic,0.375,0.0,0.0,0.0,0.375,1.0
38,5,0.1,circles,logistic,0.4,0.18708286933869706,0.0,0.0,0.4,10.0
39,5,0.1,circles,logistic,0.4,0.18708286933869706,0.0,0.0,0.4,100.0
40,5,0.1,circles,logistic,0.4,0.18708286933869706,0.0,0.0,0.4,1000.0
41,5,0.1,circles,svm,0.375,0.0,0.0,0.0,0.375,0.001
42,5,0.1,circles,svm,0.375,0.0,0.0,0.0,0.375,0.005
43,5,0.1,circles,svm,0.375,0.0,0.0,0.0,0.375,0.01
44,5,0.1,circles,svm,0.375,0.0,0.0,0.0,0.375,0.05
45,5,0.1,circles,svm,0.375,0.0,0.0,0.0,0.375,0.1
46,5,0.1,circles,svm,0.375,0.0,0.0,0.0,0.375,0.5
47,5,0.1,circles,svm,0.425,0.1224744871391589,0.0,0.0,0.425,1.0
48,5,0.1,circles,svm,0.475,0.1,0.0,0.0,0.475,5.0
49,5,0.1,circles,svm,0.475,0.1,0.0,0.0,0.475,10.0
50,5,0.1,circles,svm,0.5,0.0,0.0,0.0,0.5,50.0
51,5,0.1,moons,logistic,0.375,0.0,0.2,0.48989794855663565,0.175,0.001
52,5,0.1,moons,logistic,0.325,0.1224744871391589,0.2,0.48989794855663565,0.125,0.01
53,5,0.1,moons,logistic,0.325,0.1224744871391589,0.2,0.48989794855663565,0.125,0.1
54,5,0.1,moons,logistic,0.425,0.1224744871391589,0.1,0.4,0.32499999999999996,1.0
55,5,0.1,moons,logistic,0.45,0.1224744871391589,0.1,0.4,0.35,10.0
56,5,0.1,moons,logistic,0.45,0.1224744871391589,0.2,0.48989794855663565,0.25,100.0
57,5,0.1,moons,logistic,0.45,0.1224744871391589,0.2,0.48989794855663565,0.25,1000.0
58,5,0.1,moons,svm,0.35,0.1,0.2,0.48989794855663565,0.14999999999999997,0.001
59,5,0.1,moons,svm,0.35,0.1,0.2,0.48989794855663565,0.14999999999999997,0.005
60,5,0.1,moons,svm,0.35,0.1,0.2,0.48989794855663565,0.14999999999999997,0.01
61,5,0.1,moons,svm,0.35,0.1,0.2,0.48989794855663565,0.14999999999999997,0.05
62,5,0.1,moons,svm,0.35,0.1,0.1,0.4,0.24999999999999997,0.1
63,5,0.1,moons,svm,0.4,0.1,0.1,0.4,0.30000000000000004,0.5
64,5,0.1,moons,svm,0.45,0.1224744871391589,0.1,0.4,0.35,1.0
65,5,0.1,moons,svm,0.5,0.0,0.1,0.4,0.4,5.0
66,5,0.1,moons,svm,0.5,0.0,0.1,0.4,0.4,10.0
67,5,0.1,moons,svm,0.5,0.0,0.0,0.0,0.5,50.0
68,5,0.2,circles,logistic,0.375,0.0,0.0,0.0,0.375,0.001
69,5,0.2,circles,logistic,0.375,0.15811388300841897,0.0,0.0,0.375,0.01
70,5,0.2,circles,logistic,0.375,0.15811388300841897,0.0,0.0,0.375,0.1
71,5,0.2,circles,logistic,0.375,0.15811388300841897,0.0,0.0,0.375,1.0
72,5,0.2,circles,logistic,0.425,0.2,0.0,0.0,0.425,10.0
73,5,0.2,circles,logistic,0.425,0.2,0.0,0.0,0.425,100.0
74,5,0.2,circles,logistic,0.425,0.2,0.0,0.0,0.425,1000.0
75,5,0.2,circles,svm,0.375,0.15811388300841897,0.0,0.0,0.375,0.001
76,5,0.2,circles,svm,0.375,0.15811388300841897,0.0,0.0,0.375,0.005
77,5,0.2,circles,svm,0.375,0.15811388300841897,0.0,0.0,0.375,0.01
78,5,0.2,circles,svm,0.375,0.15811388300841897,0.0,0.0,0.375,0.05
79,5,0.2,circles,svm,0.4,0.1,0.0,0.0,0.4,0.1
80,5,0.2,circles,svm,0.45,0.1224744871391589,0.0,0.0,0.45,0.5
81,5,0.2,circles,svm,0.475,0.1,0.1,0.4,0.375,1.0
82,5,0.2,circles,svm,0.5,0.0,0.1,0.4,0.4,5.0
83,5,0.2,circles,svm,0.5,0.0,0.1,0.4,0.4,10.0
84,5,0.2,circles,svm,0.5,0.0,0.1,0.4,0.4,50.0
85,5,0.2,moons,logistic,0.375,0.0,0.2,0.48989794855663565,0.175,0.001
86,5,0.2,moons,logistic,0.325,0.1224744871391589,0.2,0.48989794855663565,0.125,0.01
87,5,0.2,moons,logistic,0.325,0.1224744871391589,0.2,0.48989794855663565,0.125,0.1
88,5,0.2,moons,logistic,0.325,0.1224744871391589,0.2,0.48989794855663565,0.125,1.0
89,5,0.2,moons,logistic,0.4,0.1,0.1,0.4,0.30000000000000004,10.0
90,5,0.2,moons,logistic,0.45,0.1224744871391589,0.1,0.4,0.35,100.0
91,5,0.2,moons,logistic,0.425,0.2,0.1,0.4,0.32499999999999996,1000.0
92,5,0.2,moons,svm,0.35,0.1,0.2,0.48989794855663565,0.14999999999999997,0.001
93,5,0.2,moons,svm,0.35,0.1,0.2,0.48989794855663565,0.14999999999999997,0.005
94,5,0.2,moons,svm,0.35,0.1,0.2,0.48989794855663565,0.14999999999999997,0.01
95,5,0.2,moons,svm,0.35,0.1,0.2,0.48989794855663565,0.14999999999999997,0.05
96,5,0.2,moons,svm,0.35,0.1,0.2,0.48989794855663565,0.14999999999999997,0.1
97,5,0.2,moons,svm,0.35,0.1,0.2,0.48989794855663565,0.14999999999999997,0.5
98,5,0.2,moons,svm,0.425,0.1224744871391589,0.1,0.4,0.32499999999999996,1.0
99,5,0.2,moons,svm,0.475,0.1,0.0,0.0,0.475,5.0
100,5,0.2,moons,svm,0.475,0.1,0.0,0.0,0.475,10.0
101,5,0.2,moons,svm,0.5,0.0,0.0,0.0,0.5,50.0
102,5,0.3,circles,logistic,0.325,0.1224744871391589,0.1,0.4,0.225,0.001
103,5,0.3,circles,logistic,0.35,0.1,0.1,0.4,0.24999999999999997,0.01
104,5,0.3,circles,logistic,0.35,0.1,0.1,0.4,0.24999999999999997,0.1
105,5,0.3,circles,logistic,0.4,0.1,0.1,0.4,0.30000000000000004,1.0
106,5,0.3,circles,logistic,0.4,0.2449489742783178,0.1,0.4,0.30000000000000004,10.0
107,5,0.3,circles,logistic,0.4,0.2449489742783178,0.1,0.4,0.30000000000000004,100.0
108,5,0.3,circles,logistic,0.4,0.2449489742783178,0.1,0.4,0.30000000000000004,1000.0
109,5,0.3,circles,svm,0.375,0.0,0.2,0.48989794855663565,0.175,0.001
110,5,0.3,circles,svm,0.375,0.0,0.2,0.48989794855663565,0.175,0.005
111,5,0.3,circles,svm,0.375,0.0,0.2,0.48989794855663565,0.175,0.01
112,5,0.3,circles,svm,0.375,0.0,0.2,0.48989794855663565,0.175,0.05
113,5,0.3,circles,svm,0.375,0.0,0.2,0.48989794855663565,0.175,0.1
114,5,0.3,circles,svm,0.45,0.1224744871391589,0.2,0.48989794855663565,0.25,0.5
115,5,0.3,circles,svm,0.45,0.1224744871391589,0.2,0.48989794855663565,0.25,1.0
116,5,0.3,circles,svm,0.5,0.0,0.1,0.4,0.4,5.0
117,5,0.3,circles,svm,0.5,0.0,0.1,0.4,0.4,10.0
118,5,0.3,circles,svm,0.5,0.0,0.1,0.4,0.4,50.0
119,5,0.3,moons,logistic,0.35,0.1,0.0,0.0,0.35,0.001
120,5,0.3,moons,logistic,0.325,0.1224744871391589,0.0,0.0,0.325,0.01
121,5,0.3,moons,logistic,0.325,0.1224744871391589,0.0,0.0,0.325,0.1
122,5,0.3,moons,logistic,0.35,0.18708286933869706,0.1,0.4,0.24999999999999997,1.0
123,5,0.3,moons,logistic,0.425,0.2,0.1,0.4,0.32499999999999996,10.0
124,5,0.3,moons,logistic,0.45,0.1224744871391589,0.2,0.48989794855663565,0.25,100.0
125,5,0.3,moons,logistic,0.45,0.1224744871391589,0.2,0.48989794855663565,0.25,1000.0
126,5,0.3,moons,svm,0.325,0.1224744871391589,0.0,0.0,0.325,0.001
127,5,0.3,moons,svm,0.325,0.1224744871391589,0.0,0.0,0.325,0.005
128,5,0.3,moons,svm,0.325,0.1224744871391589,0.0,0.0,0.325,0.01
129,5,0.3,moons,svm,0.325,0.1224744871391589,0.0,0.0,0.325,0.05
130,5,0.3,moons,svm,0.325,0.1224744871391589,0.0,0.0,0.325,0.1
131,5,0.3,moons,svm,0.425,0.1224744871391589,0.0,0.0,0.425,0.5
132,5,0.3,moons,svm,0.45,0.1224744871391589,0.0,0.0,0.45,1.0
133,5,0.3,moons,svm,0.5,0.0,0.0,0.0,0.5,5.0
134,5,0.3,moons,svm,0.5,0.0,0.0,0.0,0.5,10.0
135,5,0.3,moons,svm,0.5,0.0,0.0,0.0,0.5,50.0
136,5,0.4,circles,logistic,0.325,0.1224744871391589,0.0,0.0,0.325,0.001
137,5,0.4,circles,logistic,0.325,0.1224744871391589,0.0,0.0,0.325,0.01
138,5,0.4,circles,logistic,0.35,0.1,0.0,0.0,0.35,0.1
139,5,0.4,circles,logistic,0.35,0.1,0.0,0.0,0.35,1.0
140,5,0.4,circles,logistic,0.4,0.1,0.0,0.0,0.4,10.0
141,5,0.4,circles,logistic,0.4,0.1,0.0,0.0,0.4,100.0
142,5,0.4,circles,logistic,0.425,0.1224744871391589,0.0,0.0,0.425,1000.0
143,5,0.4,circles,svm,0.35,0.1,0.0,0.0,0.35,0.001
144,5,0.4,circles,svm,0.35,0.1,0.0,0.0,0.35,0.005
145,5,0.4,circles,svm,0.35,0.1,0.0,0.0,0.35,0.01
146,5,0.4,circles,svm,0.35,0.1,0.0,0.0,0.35,0.05
147,5,0.4,circles,svm,0.35,0.1,0.0,0.0,0.35,0.1
148,5,0.4,circles,svm,0.375,0.0,0.0,0.0,0.375,0.5
149,5,0.4,circles,svm,0.375,0.0,0.0,0.0,0.375,1.0
150,5,0.4,circles,svm,0.5,0.0,0.1,0.4,0.4,5.0
151,5,0.4,circles,svm,0.5,0.0,0.1,0.4,0.4,10.0
152,5,0.4,circles,svm,0.5,0.0,0.0,0.0,0.5,50.0
153,5,0.4,moons,logistic,0.375,0.0,0.3,0.48989794855663565,0.07500000000000001,0.001
154,5,0.4,moons,logistic,0.35,0.1,0.2,0.48989794855663565,0.14999999999999997,0.01
155,5,0.4,moons,logistic,0.35,0.1,0.2,0.48989794855663565,0.14999999999999997,0.1
156,5,0.4,moons,logistic,0.35,0.1,0.2,0.48989794855663565,0.14999999999999997,1.0
157,5,0.4,moons,logistic,0.375,0.15811388300841897,0.1,0.4,0.275,10.0
158,5,0.4,moons,logistic,0.425,0.2,0.1,0.4,0.32499999999999996,100.0
159,5,0.4,moons,logistic,0.425,0.2,0.1,0.4,0.32499999999999996,1000.0
160,5,0.4,moons,svm,0.35,0.1,0.3,0.48989794855663565,0.04999999999999999,0.001
161,5,0.4,moons,svm,0.35,0.1,0.3,0.48989794855663565,0.04999999999999999,0.005
162,5,0.4,moons,svm,0.35,0.1,0.3,0.48989794855663565,0.04999999999999999,0.01
163,5,0.4,moons,svm,0.35,0.1,0.3,0.48989794855663565,0.04999999999999999,0.05
164,5,0.4,moons,svm,0.375,0.0,0.3,0.48989794855663565,0.07500000000000001,0.1
165,5,0.4,moons,svm,0.4,0.1,0.3,0.48989794855663565,0.10000000000000003,0.5
166,5,0.4,moons,svm,0.4,0.1,0.3,0.48989794855663565,0.10000000000000003,1.0
167,5,0.4,moons,svm,0.45,0.1224744871391589,0.1,0.4,0.35,5.0
168,5,0.4,moons,svm,0.475,0.1,0.1,0.4,0.375,10.0
169,5,0.4,moons,svm,0.5,0.0,0.1,0.4,0.4,50.0
170,5,0.5,circles,logistic,0.4,0.1,0.2,0.48989794855663565,0.2,0.001
171,5,0.5,circles,logistic,0.4,0.1,0.2,0.48989794855663565,0.2,0.01
172,5,0.5,circles,logistic,0.4,0.1,0.2,0.48989794855663565,0.2,0.1
173,5,0.5,circles,logistic,0.4,0.1,0.2,0.48989794855663565,0.2,1.0
174,5,0.5,circles,logistic,0.4,0.1,0.2,0.48989794855663565,0.2,10.0
175,5,0.5,circles,logistic,0.45,0.1224744871391589,0.2,0.48989794855663565,0.25,100.0
176,5,0.5,circles,logistic,0.5,0.0,0.2,0.48989794855663565,0.3,1000.0
177,5,0.5,circles,svm,0.4,0.1,0.2,0.48989794855663565,0.2,0.001
178,5,0.5,circles,svm,0.4,0.1,0.2,0.48989794855663565,0.2,0.005
179,5,0.5,circles,svm,0.4,0.1,0.2,0.48989794855663565,0.2,0.01
180,5,0.5,circles,svm,0.4,0.1,0.2,0.48989794855663565,0.2,0.05
181,5,0.5,circles,svm,0.4,0.1,0.2,0.48989794855663565,0.2,0.1
182,5,0.5,circles,svm,0.4,0.1,0.2,0.48989794855663565,0.2,0.5
183,5,0.5,circles,svm,0.4,0.1,0.2,0.48989794855663565,0.2,1.0
184,5,0.5,circles,svm,0.4,0.1,0.2,0.48989794855663565,0.2,5.0
185,5,0.5,circles,svm,0.4,0.1,0.0,0.0,0.4,10.0
186,5,0.5,circles,svm,0.5,0.0,0.0,0.0,0.5,50.0
187,5,0.5,moons,logistic,0.425,0.1224744871391589,0.3,0.48989794855663565,0.125,0.001
188,5,0.5,moons,logistic,0.45,0.1224744871391589,0.3,0.48989794855663565,0.15000000000000002,0.01
189,5,0.5,moons,logistic,0.45,0.1224744871391589,0.3,0.48989794855663565,0.15000000000000002,0.1
190,5,0.5,moons,logistic,0.45,0.1224744871391589,0.3,0.48989794855663565,0.15000000000000002,1.0
191,5,0.5,moons,logistic,0.5,0.0,0.3,0.48989794855663565,0.2,10.0
192,5,0.5,moons,logistic,0.5,0.0,0.4,0.4,0.09999999999999998,100.0
193,5,0.5,moons,logistic,0.5,0.0,0.4,0.4,0.09999999999999998,1000.0
194,5,0.5,moons,svm,0.4,0.1,0.1,0.4,0.30000000000000004,0.001
195,5,0.5,moons,svm,0.4,0.1,0.1,0.4,0.30000000000000004,0.005
196,5,0.5,moons,svm,0.4,0.1,0.1,0.4,0.30000000000000004,0.01
197,5,0.5,moons,svm,0.4,0.1,0.1,0.4,0.30000000000000004,0.05
198,5,0.5,moons,svm,0.4,0.1,0.2,0.48989794855663565,0.2,0.1
199,5,0.5,moons,svm,0.45,0.1224744871391589,0.2,0.48989794855663565,0.25,0.5
200,5,0.5,moons,svm,0.475,0.1,0.2,0.48989794855663565,0.27499999999999997,1.0
201,5,0.5,moons,svm,0.5,0.0,0.2,0.48989794855663565,0.3,5.0
202,5,0.5,moons,svm,0.5,0.0,0.2,0.48989794855663565,0.3,10.0
203,5,0.5,moons,svm,0.5,0.0,0.2,0.48989794855663565,0.3,50.0
204,10,0.0,circles,logistic,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.001
205,10,0.0,circles,logistic,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.01
206,10,0.0,circles,logistic,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.1
207,10,0.0,circles,logistic,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,1.0
208,10,0.0,circles,logistic,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,10.0
209,10,0.0,circles,logistic,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,100.0
210,10,0.0,circles,logistic,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,1000.0
211,10,0.0,circles,svm,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.001
212,10,0.0,circles,svm,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.005
213,10,0.0,circles,svm,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.01
214,10,0.0,circles,svm,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.05
215,10,0.0,circles,svm,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.1
216,10,0.0,circles,svm,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.5
217,10,0.0,circles,svm,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,1.0
218,10,0.0,circles,svm,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,5.0
219,10,0.0,circles,svm,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,10.0
220,10,0.0,circles,svm,1.0,0.0,0.0,0.0,1.0,50.0
221,10,0.0,moons,logistic,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.001
222,10,0.0,moons,logistic,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.01
223,10,0.0,moons,logistic,0.7333333333333334,0.054433105395181765,0.2,0.4,0.5333333333333334,0.1
224,10,0.0,moons,logistic,0.7333333333333334,0.054433105395181765,0.6,0.48989794855663565,0.13333333333333341,1.0
225,10,0.0,moons,logistic,0.7777777777777778,0.0,0.6,0.48989794855663565,0.1777777777777778,10.0
226,10,0.0,moons,logistic,0.7999999999999999,0.04444444444444442,0.8,0.4,-1.1102230246251565e-16,100.0
227,10,0.0,moons,logistic,0.7999999999999999,0.04444444444444442,0.8,0.4,-1.1102230246251565e-16,1000.0
228,10,0.0,moons,svm,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.001
229,10,0.0,moons,svm,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.005
230,10,0.0,moons,svm,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.01
231,10,0.0,moons,svm,0.5777777777777777,0.04444444444444442,0.0,0.0,0.5777777777777777,0.05
232,10,0.0,moons,svm,0.6888888888888889,0.10886621079036347,0.0,0.0,0.6888888888888889,0.1
233,10,0.0,moons,svm,0.7777777777777778,0.07027283689263064,0.6,0.48989794855663565,0.1777777777777778,0.5
234,10,0.0,moons,svm,0.8666666666666666,0.04444444444444442,0.6,0.48989794855663565,0.2666666666666666,1.0
235,10,0.0,moons,svm,1.0,0.0,0.0,0.0,1.0,5.0
236,10,0.0,moons,svm,1.0,0.0,0.0,0.0,1.0,10.0
237,10,0.0,moons,svm,1.0,0.0,0.0,0.0,1.0,50.0
238,10,0.1,circles,logistic,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.001
239,10,0.1,circles,logistic,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.01
240,10,0.1,circles,logistic,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.1
241,10,0.1,circles,logistic,0.5666666666666667,0.07777777777777778,0.0,0.0,0.5666666666666667,1.0
242,10,0.1,circles,logistic,0.5555555555555556,0.04969039949999532,0.0,0.0,0.5555555555555556,10.0
243,10,0.1,circles,logistic,0.5666666666666667,0.03333333333333331,0.0,0.0,0.5666666666666667,100.0
244,10,0.1,circles,logistic,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,1000.0
245,10,0.1,circles,svm,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.001
246,10,0.1,circles,svm,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.005
247,10,0.1,circles,svm,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.01
248,10,0.1,circles,svm,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.05
249,10,0.1,circles,svm,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.1
250,10,0.1,circles,svm,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.5
251,10,0.1,circles,svm,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,1.0
252,10,0.1,circles,svm,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,5.0
253,10,0.1,circles,svm,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,10.0
254,10,0.1,circles,svm,0.7333333333333334,0.054433105395181765,0.0,0.0,0.7333333333333334,50.0
255,10,0.1,moons,logistic,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.001
256,10,0.1,moons,logistic,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.01
257,10,0.1,moons,logistic,0.7555555555555555,0.06666666666666668,0.4,0.48989794855663565,0.3555555555555555,0.1
258,10,0.1,moons,logistic,0.7777777777777778,0.04969039949999532,0.6,0.48989794855663565,0.1777777777777778,1.0
259,10,0.1,moons,logistic,0.7888888888888889,0.03333333333333331,0.7,0.458257569495584,0.0888888888888889,10.0
260,10,0.1,moons,logistic,0.8111111111111111,0.07114582486036497,0.7,0.458257569495584,0.11111111111111116,100.0
261,10,0.1,moons,logistic,0.8111111111111111,0.07114582486036497,0.8,0.4,0.011111111111111072,1000.0
262,10,0.1,moons,svm,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.001
263,10,0.1,moons,svm,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.005
264,10,0.1,moons,svm,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.01
265,10,0.1,moons,svm,0.6333333333333333,0.09999999999999999,0.0,0.0,0.6333333333333333,0.05
266,10,0.1,moons,svm,0.7888888888888889,0.03333333333333331,0.6,0.48989794855663565,0.18888888888888888,0.1
267,10,0.1,moons,svm,0.7777777777777778,0.04969039949999532,0.6,0.48989794855663565,0.1777777777777778,0.5
268,10,0.1,moons,svm,0.8444444444444444,0.05443310539518171,0.6,0.48989794855663565,0.24444444444444446,1.0
269,10,0.1,moons,svm,1.0,0.0,0.0,0.0,1.0,5.0
270,10,0.1,moons,svm,1.0,0.0,0.0,0.0,1.0,10.0
271,10,0.1,moons,svm,1.0,0.0,0.0,0.0,1.0,50.0
272,10,0.2,circles,logistic,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.001
273,10,0.2,circles,logistic,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.01
274,10,0.2,circles,logistic,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.1
275,10,0.2,circles,logistic,0.5666666666666667,0.09229582069908972,0.0,0.0,0.5666666666666667,1.0
276,10,0.2,circles,logistic,0.5777777777777777,0.06666666666666665,0.0,0.0,0.5777777777777777,10.0
277,10,0.2,circles,logistic,0.5777777777777777,0.06666666666666665,0.0,0.0,0.5777777777777777,100.0
278,10,0.2,circles,logistic,0.5777777777777777,0.06666666666666665,0.0,0.0,0.5777777777777777,1000.0
279,10,0.2,circles,svm,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.001
280,10,0.2,circles,svm,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.005
281,10,0.2,circles,svm,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.01
282,10,0.2,circles,svm,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.05
283,10,0.2,circles,svm,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.1
284,10,0.2,circles,svm,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.5
285,10,0.2,circles,svm,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,1.0
286,10,0.2,circles,svm,0.8222222222222223,0.08888888888888888,0.0,0.0,0.8222222222222223,5.0
287,10,0.2,circles,svm,0.9777777777777779,0.04444444444444447,0.0,0.0,0.9777777777777779,10.0
288,10,0.2,circles,svm,1.0,0.0,0.0,0.0,1.0,50.0
289,10,0.2,moons,logistic,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.001
290,10,0.2,moons,logistic,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.01
291,10,0.2,moons,logistic,0.7333333333333333,0.054433105395181765,0.3,0.45825756949558394,0.4333333333333333,0.1
292,10,0.2,moons,logistic,0.8111111111111111,0.07114582486036497,0.8,0.4,0.011111111111111072,1.0
293,10,0.2,moons,logistic,0.8111111111111111,0.07114582486036497,0.8,0.4,0.011111111111111072,10.0
294,10,0.2,moons,logistic,0.8222222222222222,0.08888888888888889,0.8,0.4,0.022222222222222143,100.0
295,10,0.2,moons,logistic,0.8222222222222222,0.08888888888888889,0.8,0.4,0.022222222222222143,1000.0
296,10,0.2,moons,svm,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.001
297,10,0.2,moons,svm,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.005
298,10,0.2,moons,svm,0.5555555555555555,0.0,0.0,0.0,0.5555555555555555,0.01
299,10,0.2,moons,svm,0.5777777777777777,0.06666666666666667,0.0,0.0,0.5777777777777777,0.05
300,10,0.2,moons,svm,0.7333333333333335,0.1018350154434631,0.3,0.45825756949558394,0.4333333333333335,0.1
301,10,0.2,moons,svm,0.8222222222222223,0.05443310539518171,0.8,0.4,0.022222222222222254,0.5
302,10,0.2,moons,svm,0.8444444444444444,0.07370277311900887,0.7,0.458257569495584,0.1444444444444445,1.0
303,10,0.2,moons,svm,1.0,0.0,0.6,0.48989794855663565,0.4,5.0
304,10,0.2,moons,svm,1.0,0.0,0.4,0.48989794855663565,0.6,10.0
