,n,noise_lvl,data_type,model,TRE,TRE_STD,TESTE,TRE_VAR,TESTE_STD,TESTE_VAR,E_DIFF,model_param
0,5,0.0,circles,logistic,0.375,0.0,0.0,0.0,0.0,0.0,0.375,0.001
1,5,0.0,circles,logistic,0.375,0.0,0.0,0.0,0.0,0.0,0.375,0.01
2,5,0.0,circles,logistic,0.375,0.0,0.0,0.0,0.0,0.0,0.375,0.1
3,5,0.0,circles,logistic,0.375,0.0,0.0,0.0,0.0,0.0,0.375,1.0
4,5,0.0,circles,logistic,0.375,0.22360679774997896,0.0,0.05,0.0,0.0,0.375,10.0
5,5,0.0,circles,logistic,0.375,0.22360679774997896,0.0,0.05,0.0,0.0,0.375,100.0
6,5,0.0,circles,logistic,0.375,0.22360679774997896,0.0,0.05,0.0,0.0,0.375,1000.0
7,5,0.0,circles,svm,0.375,0.0,0.0,,0.0,,0.375,0.001
8,5,0.0,circles,svm,0.375,0.0,0.0,,0.0,,0.375,0.005
9,5,0.0,circles,svm,0.375,0.0,0.0,,0.0,,0.375,0.01
10,5,0.0,circles,svm,0.375,0.0,0.0,,0.0,,0.375,0.05
11,5,0.0,circles,svm,0.375,0.0,0.0,,0.0,,0.375,0.1
12,5,0.0,circles,svm,0.375,0.0,0.0,,0.0,,0.375,0.5
13,5,0.0,circles,svm,0.45,0.1224744871391589,0.0,,0.0,,0.45,1.0
14,5,0.0,circles,svm,0.475,0.1,0.0,,0.0,,0.475,5.0
15,5,0.0,circles,svm,0.475,0.1,0.0,,0.0,,0.475,10.0
16,5,0.0,circles,svm,0.5,0.0,0.0,,0.0,,0.5,50.0
17,5,0.0,circles,svm,0.5,0.0,0.2,,0.48989794855663565,,0.3,1000.0
18,5,0.0,moons,logistic,0.35,0.1,0.2,0.01,0.48989794855663565,0.24000000000000002,0.14999999999999997,0.001
19,5,0.0,moons,logistic,0.325,0.1224744871391589,0.2,0.015,0.48989794855663565,0.24000000000000002,0.125,0.01
20,5,0.0,moons,logistic,0.325,0.1224744871391589,0.2,0.015,0.48989794855663565,0.24000000000000002,0.125,0.1
21,5,0.0,moons,logistic,0.325,0.1224744871391589,0.1,0.015,0.4,0.16000000000000003,0.225,1.0
22,5,0.0,moons,logistic,0.425,0.1224744871391589,0.1,0.015,0.4,0.16000000000000003,0.32499999999999996,10.0
23,5,0.0,moons,logistic,0.45,0.1224744871391589,0.1,0.015,0.4,0.16000000000000003,0.35,100.0
24,5,0.0,moons,logistic,0.45,0.1224744871391589,0.1,0.015,0.4,0.16000000000000003,0.35,1000.0
25,5,0.0,moons,svm,0.35,0.1,0.2,,0.48989794855663565,,0.14999999999999997,0.001
26,5,0.0,moons,svm,0.35,0.1,0.2,,0.48989794855663565,,0.14999999999999997,0.005
27,5,0.0,moons,svm,0.35,0.1,0.2,,0.48989794855663565,,0.14999999999999997,0.01
28,5,0.0,moons,svm,0.35,0.1,0.2,,0.48989794855663565,,0.14999999999999997,0.05
29,5,0.0,moons,svm,0.35,0.1,0.2,,0.48989794855663565,,0.14999999999999997,0.1
30,5,0.0,moons,svm,0.4,0.1,0.1,,0.4,,0.30000000000000004,0.5
31,5,0.0,moons,svm,0.425,0.1224744871391589,0.0,,0.0,,0.425,1.0
32,5,0.0,moons,svm,0.5,0.0,0.0,,0.0,,0.5,5.0
33,5,0.0,moons,svm,0.5,0.0,0.0,,0.0,,0.5,10.0
34,5,0.0,moons,svm,0.5,0.0,0.0,,0.0,,0.5,50.0
35,5,0.0,moons,svm,0.5,0.0,0.2,,0.48989794855663565,,0.3,1000.0
36,5,0.1,circles,logistic,0.375,0.0,0.0,0.0,0.0,0.0,0.375,0.001
37,5,0.1,circles,logistic,0.325,0.1224744871391589,0.0,0.015,0.0,0.0,0.325,0.01
38,5,0.1,circles,logistic,0.325,0.1224744871391589,0.0,0.015,0.0,0.0,0.325,0.1
39,5,0.1,circles,logistic,0.325,0.1224744871391589,0.0,0.015,0.0,0.0,0.325,1.0
40,5,0.1,circles,logistic,0.4,0.18708286933869706,0.0,0.034999999999999996,0.0,0.0,0.4,10.0
41,5,0.1,circles,logistic,0.4,0.18708286933869706,0.0,0.034999999999999996,0.0,0.0,0.4,100.0
42,5,0.1,circles,logistic,0.425,0.2,0.0,0.04,0.0,0.0,0.425,1000.0
43,5,0.1,circles,svm,0.35,0.1,0.0,,0.0,,0.35,0.001
44,5,0.1,circles,svm,0.35,0.1,0.0,,0.0,,0.35,0.005
45,5,0.1,circles,svm,0.35,0.1,0.0,,0.0,,0.35,0.01
46,5,0.1,circles,svm,0.375,0.0,0.0,,0.0,,0.375,0.05
47,5,0.1,circles,svm,0.4,0.1,0.0,,0.0,,0.4,0.1
48,5,0.1,circles,svm,0.425,0.1224744871391589,0.0,,0.0,,0.425,0.5
49,5,0.1,circles,svm,0.45,0.1224744871391589,0.0,,0.0,,0.45,1.0
50,5,0.1,circles,svm,0.475,0.1,0.0,,0.0,,0.475,5.0
51,5,0.1,circles,svm,0.5,0.0,0.0,,0.0,,0.5,10.0
52,5,0.1,circles,svm,0.5,0.0,0.0,,0.0,,0.5,50.0
53,5,0.1,circles,svm,0.5,0.0,0.2,,0.48989794855663565,,0.3,1000.0
54,5,0.1,moons,logistic,0.35,0.1,0.2,0.01,0.48989794855663565,0.24000000000000002,0.14999999999999997,0.001
55,5,0.1,moons,logistic,0.325,0.1224744871391589,0.2,0.015,0.48989794855663565,0.24000000000000002,0.125,0.01
56,5,0.1,moons,logistic,0.325,0.1224744871391589,0.2,0.015,0.48989794855663565,0.24000000000000002,0.125,0.1
57,5,0.1,moons,logistic,0.35,0.18708286933869706,0.2,0.034999999999999996,0.48989794855663565,0.24000000000000002,0.14999999999999997,1.0
58,5,0.1,moons,logistic,0.45,0.1224744871391589,0.1,0.015,0.4,0.16000000000000003,0.35,10.0
59,5,0.1,moons,logistic,0.45,0.1224744871391589,0.1,0.015,0.4,0.16000000000000003,0.35,100.0
60,5,0.1,moons,logistic,0.45,0.1224744871391589,0.1,0.015,0.4,0.16000000000000003,0.35,1000.0
61,5,0.1,moons,svm,0.325,0.1224744871391589,0.2,,0.48989794855663565,,0.125,0.001
62,5,0.1,moons,svm,0.325,0.1224744871391589,0.2,,0.48989794855663565,,0.125,0.005
63,5,0.1,moons,svm,0.325,0.1224744871391589,0.2,,0.48989794855663565,,0.125,0.01
64,5,0.1,moons,svm,0.35,0.1,0.2,,0.48989794855663565,,0.14999999999999997,0.05
65,5,0.1,moons,svm,0.35,0.1,0.2,,0.48989794855663565,,0.14999999999999997,0.1
66,5,0.1,moons,svm,0.375,0.0,0.1,,0.4,,0.275,0.5
67,5,0.1,moons,svm,0.45,0.1224744871391589,0.1,,0.4,,0.35,1.0
68,5,0.1,moons,svm,0.5,0.0,0.1,,0.4,,0.4,5.0
69,5,0.1,moons,svm,0.5,0.0,0.1,,0.4,,0.4,10.0
70,5,0.1,moons,svm,0.5,0.0,0.0,,0.0,,0.5,50.0
71,5,0.1,moons,svm,0.5,0.0,0.2,,0.48989794855663565,,0.3,1000.0
72,5,0.2,circles,logistic,0.375,0.0,0.0,0.0,0.0,0.0,0.375,0.001
73,5,0.2,circles,logistic,0.375,0.0,0.0,0.0,0.0,0.0,0.375,0.01
74,5,0.2,circles,logistic,0.375,0.0,0.0,0.0,0.0,0.0,0.375,0.1
75,5,0.2,circles,logistic,0.375,0.0,0.0,0.0,0.0,0.0,0.375,1.0
76,5,0.2,circles,logistic,0.425,0.1224744871391589,0.0,0.015,0.0,0.0,0.425,10.0
77,5,0.2,circles,logistic,0.425,0.2,0.0,0.04,0.0,0.0,0.425,100.0
78,5,0.2,circles,logistic,0.425,0.2,0.0,0.04,0.0,0.0,0.425,1000.0
79,5,0.2,circles,svm,0.375,0.0,0.0,,0.0,,0.375,0.001
80,5,0.2,circles,svm,0.375,0.0,0.0,,0.0,,0.375,0.005
81,5,0.2,circles,svm,0.375,0.0,0.0,,0.0,,0.375,0.01
82,5,0.2,circles,svm,0.375,0.0,0.0,,0.0,,0.375,0.05
83,5,0.2,circles,svm,0.375,0.0,0.0,,0.0,,0.375,0.1
84,5,0.2,circles,svm,0.4,0.1,0.0,,0.0,,0.4,0.5
85,5,0.2,circles,svm,0.45,0.1224744871391589,0.0,,0.0,,0.45,1.0
86,5,0.2,circles,svm,0.475,0.1,0.0,,0.0,,0.475,5.0
87,5,0.2,circles,svm,0.475,0.1,0.0,,0.0,,0.475,10.0
88,5,0.2,circles,svm,0.5,0.0,0.0,,0.0,,0.5,50.0
89,5,0.2,circles,svm,0.5,0.0,0.2,,0.48989794855663565,,0.3,1000.0
90,5,0.2,moons,logistic,0.375,0.0,0.2,0.0,0.48989794855663565,0.24000000000000002,0.175,0.001
91,5,0.2,moons,logistic,0.325,0.1224744871391589,0.2,0.015,0.48989794855663565,0.24000000000000002,0.125,0.01
92,5,0.2,moons,logistic,0.35,0.1,0.2,0.01,0.48989794855663565,0.24000000000000002,0.14999999999999997,0.1
93,5,0.2,moons,logistic,0.375,0.15811388300841897,0.1,0.025,0.4,0.16000000000000003,0.275,1.0
94,5,0.2,moons,logistic,0.425,0.1224744871391589,0.1,0.015,0.4,0.16000000000000003,0.32499999999999996,10.0
95,5,0.2,moons,logistic,0.45,0.1224744871391589,0.1,0.015,0.4,0.16000000000000003,0.35,100.0
96,5,0.2,moons,logistic,0.45,0.1224744871391589,0.1,0.015,0.4,0.16000000000000003,0.35,1000.0
97,5,0.2,moons,svm,0.35,0.1,0.2,,0.48989794855663565,,0.14999999999999997,0.001
98,5,0.2,moons,svm,0.35,0.1,0.2,,0.48989794855663565,,0.14999999999999997,0.005
99,5,0.2,moons,svm,0.35,0.1,0.2,,0.48989794855663565,,0.14999999999999997,0.01
100,5,0.2,moons,svm,0.35,0.1,0.2,,0.48989794855663565,,0.14999999999999997,0.05
101,5,0.2,moons,svm,0.35,0.1,0.2,,0.48989794855663565,,0.14999999999999997,0.1
102,5,0.2,moons,svm,0.4,0.1,0.1,,0.4,,0.30000000000000004,0.5
103,5,0.2,moons,svm,0.425,0.1224744871391589,0.0,,0.0,,0.425,1.0
104,5,0.2,moons,svm,0.475,0.1,0.0,,0.0,,0.475,5.0
105,5,0.2,moons,svm,0.5,0.0,0.1,,0.4,,0.4,10.0
106,5,0.2,moons,svm,0.5,0.0,0.0,,0.0,,0.5,50.0
107,5,0.2,moons,svm,0.5,0.0,0.2,,0.48989794855663565,,0.3,1000.0
108,5,0.3,circles,logistic,0.35,0.1,0.0,0.01,0.0,0.0,0.35,0.001
109,5,0.3,circles,logistic,0.325,0.1224744871391589,0.1,0.015,0.4,0.16000000000000003,0.225,0.01
110,5,0.3,circles,logistic,0.325,0.1224744871391589,0.1,0.015,0.4,0.16000000000000003,0.225,0.1
111,5,0.3,circles,logistic,0.35,0.1,0.0,0.01,0.0,0.0,0.35,1.0
112,5,0.3,circles,logistic,0.375,0.15811388300841897,0.1,0.025,0.4,0.16000000000000003,0.275,10.0
113,5,0.3,circles,logistic,0.475,0.1,0.1,0.01,0.4,0.16000000000000003,0.375,100.0
114,5,0.3,circles,logistic,0.5,0.0,0.1,0.0,0.4,0.16000000000000003,0.4,1000.0
115,5,0.3,circles,svm,0.35,0.1,0.0,,0.0,,0.35,0.001
116,5,0.3,circles,svm,0.35,0.1,0.0,,0.0,,0.35,0.005
117,5,0.3,circles,svm,0.35,0.1,0.0,,0.0,,0.35,0.01
118,5,0.3,circles,svm,0.35,0.1,0.0,,0.0,,0.35,0.05
119,5,0.3,circles,svm,0.35,0.1,0.0,,0.0,,0.35,0.1
120,5,0.3,circles,svm,0.35,0.1,0.0,,0.0,,0.35,0.5
121,5,0.3,circles,svm,0.4,0.1,0.1,,0.4,,0.30000000000000004,1.0
122,5,0.3,circles,svm,0.45,0.1224744871391589,0.1,,0.4,,0.35,5.0
123,5,0.3,circles,svm,0.45,0.1224744871391589,0.1,,0.4,,0.35,10.0
124,5,0.3,circles,svm,0.475,0.1,0.1,,0.4,,0.375,50.0
125,5,0.3,circles,svm,0.5,0.0,0.1,,0.4,,0.4,1000.0
126,5,0.3,moons,logistic,0.375,0.0,0.3,0.0,0.48989794855663565,0.24000000000000002,0.07500000000000001,0.001
127,5,0.3,moons,logistic,0.325,0.1224744871391589,0.1,0.015,0.4,0.16000000000000003,0.225,0.01
128,5,0.3,moons,logistic,0.325,0.1224744871391589,0.1,0.015,0.4,0.16000000000000003,0.225,0.1
129,5,0.3,moons,logistic,0.35,0.18708286933869706,0.1,0.034999999999999996,0.4,0.16000000000000003,0.24999999999999997,1.0
130,5,0.3,moons,logistic,0.35,0.18708286933869706,0.1,0.034999999999999996,0.4,0.16000000000000003,0.24999999999999997,10.0
131,5,0.3,moons,logistic,0.4,0.18708286933869706,0.1,0.034999999999999996,0.4,0.16000000000000003,0.30000000000000004,100.0
