,n,noise_lvl,data_type,model,TRE,TRE_STD,TESTE,TRE_VAR,TESTE_STD,TESTE_VAR,E_DIFF,model_param
132,5,0.3,moons,logistic,0.4,0.18708286933869706,0.1,0.034999999999999996,0.4,0.16000000000000003,0.30000000000000004,1000.0
133,5,0.3,moons,svm,0.325,0.1224744871391589,0.1,,0.4,,0.225,0.001
134,5,0.3,moons,svm,0.325,0.1224744871391589,0.1,,0.4,,0.225,0.005
135,5,0.3,moons,svm,0.325,0.1224744871391589,0.1,,0.4,,0.225,0.01
136,5,0.3,moons,svm,0.325,0.1224744871391589,0.1,,0.4,,0.225,0.05
137,5,0.3,moons,svm,0.325,0.1224744871391589,0.1,,0.4,,0.225,0.1
138,5,0.3,moons,svm,0.4,0.1,0.1,,0.4,,0.30000000000000004,0.5
139,5,0.3,moons,svm,0.425,0.1224744871391589,0.2,,0.48989794855663565,,0.22499999999999998,1.0
140,5,0.3,moons,svm,0.475,0.1,0.2,,0.48989794855663565,,0.27499999999999997,5.0
141,5,0.3,moons,svm,0.5,0.0,0.2,,0.48989794855663565,,0.3,10.0
142,5,0.3,moons,svm,0.5,0.0,0.2,,0.48989794855663565,,0.3,50.0
143,5,0.3,moons,svm,0.5,0.0,0.2,,0.48989794855663565,,0.3,1000.0
144,5,0.4,circles,logistic,0.35,0.1,0.0,0.01,0.0,0.0,0.35,0.001
145,5,0.4,circles,logistic,0.325,0.1224744871391589,0.0,0.015,0.0,0.0,0.325,0.01
146,5,0.4,circles,logistic,0.325,0.1224744871391589,0.0,0.015,0.0,0.0,0.325,0.1
147,5,0.4,circles,logistic,0.35,0.1,0.0,0.01,0.0,0.0,0.35,1.0
148,5,0.4,circles,logistic,0.4,0.2449489742783178,0.0,0.06,0.0,0.0,0.4,10.0
149,5,0.4,circles,logistic,0.4,0.2449489742783178,0.0,0.06,0.0,0.0,0.4,100.0
150,5,0.4,circles,logistic,0.4,0.2449489742783178,0.0,0.06,0.0,0.0,0.4,1000.0
151,5,0.4,circles,svm,0.375,0.0,0.0,,0.0,,0.375,0.001
152,5,0.4,circles,svm,0.375,0.0,0.0,,0.0,,0.375,0.005
153,5,0.4,circles,svm,0.375,0.0,0.0,,0.0,,0.375,0.01
154,5,0.4,circles,svm,0.4,0.1,0.0,,0.0,,0.4,0.05
155,5,0.4,circles,svm,0.4,0.1,0.0,,0.0,,0.4,0.1
156,5,0.4,circles,svm,0.425,0.1224744871391589,0.2,,0.48989794855663565,,0.22499999999999998,0.5
157,5,0.4,circles,svm,0.45,0.1224744871391589,0.2,,0.48989794855663565,,0.25,1.0
158,5,0.4,circles,svm,0.5,0.0,0.1,,0.4,,0.4,5.0
159,5,0.4,circles,svm,0.5,0.0,0.1,,0.4,,0.4,10.0
160,5,0.4,circles,svm,0.5,0.0,0.1,,0.4,,0.4,50.0
161,5,0.4,circles,svm,0.5,0.0,0.1,,0.4,,0.4,1000.0
162,5,0.4,moons,logistic,0.4,0.1,0.1,0.01,0.4,0.16000000000000003,0.30000000000000004,0.001
163,5,0.4,moons,logistic,0.375,0.15811388300841897,0.0,0.025,0.0,0.0,0.375,0.01
164,5,0.4,moons,logistic,0.375,0.15811388300841897,0.1,0.025,0.4,0.16000000000000003,0.275,0.1
165,5,0.4,moons,logistic,0.375,0.15811388300841897,0.1,0.025,0.4,0.16000000000000003,0.275,1.0
166,5,0.4,moons,logistic,0.45,0.1224744871391589,0.2,0.015,0.48989794855663565,0.24000000000000002,0.25,10.0
167,5,0.4,moons,logistic,0.5,0.0,0.2,0.0,0.48989794855663565,0.24000000000000002,0.3,100.0
168,5,0.4,moons,logistic,0.5,0.0,0.2,0.0,0.48989794855663565,0.24000000000000002,0.3,1000.0
169,5,0.4,moons,svm,0.4,0.1,0.0,,0.0,,0.4,0.001
170,5,0.4,moons,svm,0.4,0.1,0.0,,0.0,,0.4,0.005
171,5,0.4,moons,svm,0.4,0.1,0.0,,0.0,,0.4,0.01
172,5,0.4,moons,svm,0.4,0.1,0.0,,0.0,,0.4,0.05
173,5,0.4,moons,svm,0.4,0.1,0.0,,0.0,,0.4,0.1
174,5,0.4,moons,svm,0.4,0.1,0.0,,0.0,,0.4,0.5
175,5,0.4,moons,svm,0.425,0.1224744871391589,0.0,,0.0,,0.425,1.0
176,5,0.4,moons,svm,0.475,0.1,0.1,,0.4,,0.375,5.0
177,5,0.4,moons,svm,0.5,0.0,0.1,,0.4,,0.4,10.0
178,5,0.4,moons,svm,0.5,0.0,0.1,,0.4,,0.4,50.0
179,5,0.4,moons,svm,0.5,0.0,0.2,,0.48989794855663565,,0.3,1000.0
180,5,0.5,circles,logistic,0.375,0.0,0.3,0.0,0.48989794855663565,0.24000000000000002,0.07500000000000001,0.001
181,5,0.5,circles,logistic,0.375,0.0,0.1,0.0,0.4,0.16000000000000003,0.275,0.01
182,5,0.5,circles,logistic,0.375,0.0,0.1,0.0,0.4,0.16000000000000003,0.275,0.1
183,5,0.5,circles,logistic,0.4,0.1,0.1,0.01,0.4,0.16000000000000003,0.30000000000000004,1.0
184,5,0.5,circles,logistic,0.4,0.18708286933869706,0.1,0.034999999999999996,0.4,0.16000000000000003,0.30000000000000004,10.0
185,5,0.5,circles,logistic,0.425,0.2,0.1,0.04,0.4,0.16000000000000003,0.32499999999999996,100.0
186,5,0.5,circles,logistic,0.425,0.2,0.1,0.04,0.4,0.16000000000000003,0.32499999999999996,1000.0
187,5,0.5,circles,svm,0.375,0.0,0.2,,0.48989794855663565,,0.175,0.001
188,5,0.5,circles,svm,0.375,0.0,0.2,,0.48989794855663565,,0.175,0.005
189,5,0.5,circles,svm,0.375,0.0,0.2,,0.48989794855663565,,0.175,0.01
190,5,0.5,circles,svm,0.375,0.0,0.2,,0.48989794855663565,,0.175,0.05
191,5,0.5,circles,svm,0.375,0.0,0.2,,0.48989794855663565,,0.175,0.1
192,5,0.5,circles,svm,0.4,0.1,0.2,,0.48989794855663565,,0.2,0.5
193,5,0.5,circles,svm,0.45,0.1224744871391589,0.2,,0.48989794855663565,,0.25,1.0
194,5,0.5,circles,svm,0.5,0.0,0.1,,0.4,,0.4,5.0
195,5,0.5,circles,svm,0.5,0.0,0.1,,0.4,,0.4,10.0
196,5,0.5,circles,svm,0.5,0.0,0.1,,0.4,,0.4,50.0
197,5,0.5,circles,svm,0.5,0.0,0.2,,0.48989794855663565,,0.3,1000.0
198,5,0.5,moons,logistic,0.35,0.1,0.2,0.01,0.48989794855663565,0.24000000000000002,0.14999999999999997,0.001
199,5,0.5,moons,logistic,0.325,0.1224744871391589,0.2,0.015,0.48989794855663565,0.24000000000000002,0.125,0.01
200,5,0.5,moons,logistic,0.325,0.1224744871391589,0.2,0.015,0.48989794855663565,0.24000000000000002,0.125,0.1
201,5,0.5,moons,logistic,0.35,0.18708286933869706,0.2,0.034999999999999996,0.48989794855663565,0.24000000000000002,0.14999999999999997,1.0
202,5,0.5,moons,logistic,0.425,0.2,0.2,0.04,0.48989794855663565,0.24000000000000002,0.22499999999999998,10.0
203,5,0.5,moons,logistic,0.425,0.2,0.2,0.04,0.48989794855663565,0.24000000000000002,0.22499999999999998,100.0
204,5,0.5,moons,logistic,0.45,0.1224744871391589,0.2,0.015,0.48989794855663565,0.24000000000000002,0.25,1000.0
205,5,0.5,moons,svm,0.35,0.1,0.2,,0.48989794855663565,,0.14999999999999997,0.001
206,5,0.5,moons,svm,0.35,0.1,0.2,,0.48989794855663565,,0.14999999999999997,0.005
207,5,0.5,moons,svm,0.35,0.1,0.2,,0.48989794855663565,,0.14999999999999997,0.01
208,5,0.5,moons,svm,0.35,0.1,0.2,,0.48989794855663565,,0.14999999999999997,0.05
209,5,0.5,moons,svm,0.35,0.1,0.2,,0.48989794855663565,,0.14999999999999997,0.1
210,5,0.5,moons,svm,0.425,0.1224744871391589,0.1,,0.4,,0.32499999999999996,0.5
211,5,0.5,moons,svm,0.475,0.1,0.1,,0.4,,0.375,1.0
212,5,0.5,moons,svm,0.5,0.0,0.1,,0.4,,0.4,5.0
213,5,0.5,moons,svm,0.5,0.0,0.1,,0.4,,0.4,10.0
214,5,0.5,moons,svm,0.5,0.0,0.2,,0.48989794855663565,,0.3,50.0
215,5,0.5,moons,svm,0.5,0.0,0.2,,0.48989794855663565,,0.3,1000.0
216,10,0.0,circles,logistic,0.5555555555555555,0.0,0.0,0.0,0.0,0.0,0.5555555555555555,0.001
217,10,0.0,circles,logistic,0.5555555555555555,0.0,0.0,0.0,0.0,0.0,0.5555555555555555,0.01
218,10,0.0,circles,logistic,0.5555555555555555,0.0,0.0,0.0,0.0,0.0,0.5555555555555555,0.1
219,10,0.0,circles,logistic,0.5555555555555555,0.0,0.0,0.0,0.0,0.0,0.5555555555555555,1.0
220,10,0.0,circles,logistic,0.5555555555555555,0.0,0.0,0.0,0.0,0.0,0.5555555555555555,10.0
221,10,0.0,circles,logistic,0.5555555555555555,0.0,0.0,0.0,0.0,0.0,0.5555555555555555,100.0
222,10,0.0,circles,logistic,0.5555555555555555,0.0,0.0,0.0,0.0,0.0,0.5555555555555555,1000.0
223,10,0.0,circles,svm,0.5555555555555555,0.0,0.0,,0.0,,0.5555555555555555,0.001
224,10,0.0,circles,svm,0.5555555555555555,0.0,0.0,,0.0,,0.5555555555555555,0.005
225,10,0.0,circles,svm,0.5555555555555555,0.0,0.0,,0.0,,0.5555555555555555,0.01
226,10,0.0,circles,svm,0.5555555555555555,0.0,0.0,,0.0,,0.5555555555555555,0.05
227,10,0.0,circles,svm,0.5555555555555555,0.0,0.0,,0.0,,0.5555555555555555,0.1
228,10,0.0,circles,svm,0.5555555555555555,0.0,0.0,,0.0,,0.5555555555555555,0.5
229,10,0.0,circles,svm,0.5555555555555555,0.0,0.0,,0.0,,0.5555555555555555,1.0
230,10,0.0,circles,svm,0.5555555555555555,0.0,0.0,,0.0,,0.5555555555555555,5.0
231,10,0.0,circles,svm,0.5555555555555555,0.0,0.0,,0.0,,0.5555555555555555,10.0
232,10,0.0,circles,svm,1.0,0.0,0.0,,0.0,,1.0,50.0
233,10,0.0,circles,svm,1.0,0.0,0.0,,0.0,,1.0,1000.0
234,10,0.0,moons,logistic,0.5555555555555555,0.0,0.0,0.0,0.0,0.0,0.5555555555555555,0.001
235,10,0.0,moons,logistic,0.5555555555555555,0.0,0.0,0.0,0.0,0.0,0.5555555555555555,0.01
236,10,0.0,moons,logistic,0.7333333333333334,0.054433105395181765,0.2,0.002962962962962966,0.4,0.16000000000000003,0.5333333333333334,0.1
237,10,0.0,moons,logistic,0.7333333333333334,0.054433105395181765,0.6,0.002962962962962966,0.48989794855663565,0.24000000000000002,0.13333333333333341,1.0
238,10,0.0,moons,logistic,0.7777777777777778,0.0,0.6,0.0,0.48989794855663565,0.24000000000000002,0.1777777777777778,10.0
239,10,0.0,moons,logistic,0.7999999999999999,0.04444444444444442,0.8,0.0019753086419753065,0.4,0.16,-1.1102230246251565e-16,100.0
240,10,0.0,moons,logistic,0.7999999999999999,0.04444444444444442,0.8,0.0019753086419753065,0.4,0.16,-1.1102230246251565e-16,1000.0
241,10,0.0,moons,svm,0.5555555555555555,0.0,0.0,,0.0,,0.5555555555555555,0.001
242,10,0.0,moons,svm,0.5555555555555555,0.0,0.0,,0.0,,0.5555555555555555,0.005
243,10,0.0,moons,svm,0.5555555555555555,0.0,0.0,,0.0,,0.5555555555555555,0.01
244,10,0.0,moons,svm,0.5777777777777777,0.04444444444444442,0.0,,0.0,,0.5777777777777777,0.05
245,10,0.0,moons,svm,0.6888888888888889,0.10886621079036347,0.0,,0.0,,0.6888888888888889,0.1
246,10,0.0,moons,svm,0.7777777777777778,0.07027283689263064,0.6,,0.48989794855663565,,0.1777777777777778,0.5
247,10,0.0,moons,svm,0.8666666666666666,0.04444444444444442,0.6,,0.48989794855663565,,0.2666666666666666,1.0
248,10,0.0,moons,svm,1.0,0.0,0.0,,0.0,,1.0,5.0
249,10,0.0,moons,svm,1.0,0.0,0.0,,0.0,,1.0,10.0
250,10,0.0,moons,svm,1.0,0.0,0.0,,0.0,,1.0,50.0
251,10,0.0,moons,svm,1.0,0.0,0.0,,0.0,,1.0,1000.0
252,10,0.1,circles,logistic,0.5555555555555555,0.0,0.0,0.0,0.0,0.0,0.5555555555555555,0.001
253,10,0.1,circles,logistic,0.5555555555555555,0.0,0.0,0.0,0.0,0.0,0.5555555555555555,0.01
254,10,0.1,circles,logistic,0.5555555555555555,0.0,0.0,0.0,0.0,0.0,0.5555555555555555,0.1
255,10,0.1,circles,logistic,0.5777777777777777,0.09686442096757052,0.0,0.009382716049382716,0.0,0.0,0.5777777777777777,1.0
256,10,0.1,circles,logistic,0.5555555555555556,0.04969039949999532,0.0,0.0024691358024691353,0.0,0.0,0.5555555555555556,10.0
257,10,0.1,circles,logistic,0.5555555555555556,0.04969039949999532,0.0,0.0024691358024691353,0.0,0.0,0.5555555555555556,100.0
258,10,0.1,circles,logistic,0.5555555555555556,0.04969039949999532,0.0,0.0024691358024691353,0.0,0.0,0.5555555555555556,1000.0
259,10,0.1,circles,svm,0.5555555555555555,0.0,0.0,,0.0,,0.5555555555555555,0.001
260,10,0.1,circles,svm,0.5555555555555555,0.0,0.0,,0.0,,0.5555555555555555,0.005
261,10,0.1,circles,svm,0.5555555555555555,0.0,0.0,,0.0,,0.5555555555555555,0.01
262,10,0.1,circles,svm,0.5555555555555555,0.0,0.0,,0.0,,0.5555555555555555,0.05
263,10,0.1,circles,svm,0.5555555555555555,0.0,0.0,,0.0,,0.5555555555555555,0.1
264,10,0.1,circles,svm,0.5555555555555555,0.0,0.0,,0.0,,0.5555555555555555,0.5
265,10,0.1,circles,svm,0.5555555555555555,0.0,0.0,,0.0,,0.5555555555555555,1.0
266,10,0.1,circles,svm,0.5555555555555555,0.0,0.0,,0.0,,0.5555555555555555,5.0
267,10,0.1,circles,svm,0.7777777777777777,0.12171612389003689,0.0,,0.0,,0.7777777777777777,10.0
268,10,0.1,circles,svm,0.9111111111111112,0.04444444444444447,0.0,,0.0,,0.9111111111111112,50.0
269,10,0.1,circles,svm,0.9111111111111112,0.04444444444444447,0.0,,0.0,,0.9111111111111112,1000.0
270,10,0.1,moons,logistic,0.5555555555555555,0.0,0.0,0.0,0.0,0.0,0.5555555555555555,0.001
271,10,0.1,moons,logistic,0.5555555555555555,0.0,0.0,0.0,0.0,0.0,0.5555555555555555,0.01
272,10,0.1,moons,logistic,0.6777777777777777,0.1048220125784067,0.0,0.010987654320987653,0.0,0.0,0.6777777777777777,0.1
273,10,0.1,moons,logistic,0.7111111111111111,0.054433105395181765,0.6,0.002962962962962966,0.48989794855663565,0.24000000000000002,0.11111111111111116,1.0
274,10,0.1,moons,logistic,0.7777777777777778,0.0,0.5,0.0,0.5,0.25,0.2777777777777778,10.0
275,10,0.1,moons,logistic,0.7888888888888889,0.03333333333333331,0.5,0.0011111111111111098,0.5,0.25,0.28888888888888886,100.0
